state,diet_need,day_of_week,meal_type,dish,allergens,instructions,exercise,warning
Tamil Nadu,weight_loss,Saturday,lunch,Fish Curry with Rice,Fish,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_loss,Saturday,snack,Mango,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_loss,Saturday,dinner,Tomato Soup,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_loss,Sunday,breakfast,Medu Vada,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_loss,Sunday,lunch,Sambar Sadam,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_loss,Sunday,snack,Cucumber,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_loss,Sunday,dinner,Kheer,Milk,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Monday,breakfast,Idli Sambar,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Monday,lunch,Chicken Biryani,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Monday,snack,Banana and Nuts,Peanuts,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Monday,dinner,Dosa and Chutney,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Tuesday,breakfast,Parotta with Mutton Curry,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Tuesday,lunch,Thalassery Biryani,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Tuesday,snack,Protein Shake,Milk,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Tuesday,dinner,Upma and Appam,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Wednesday,breakfast,Omelette,Eggs,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Wednesday,lunch,Fish Meals,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Wednesday,snack,Peanut Butter,Peanuts,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Wednesday,dinner,Mutton Chukka,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Thursday,breakfast,Paniyaram,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Thursday,lunch,Prawn Biryani,Shellfish,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Thursday,snack,Paneer Tikka,Milk,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Thursday,dinner,Chicken 65,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Friday,breakfast,Kuzhi Paniyaram,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Friday,lunch,Egg Kothu Parotta,"Eggs, Wheat","Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Friday,snack,Dried Figs,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Friday,dinner,Mutton Kola Urundai,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Saturday,breakfast,Pongal with Ghee,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Saturday,lunch,Chicken Curry and Rice,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Saturday,snack,Boiled Peanuts,Peanuts,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Saturday,dinner,Fish Fry,Fish,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Sunday,breakfast,Medu Vada,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Sunday,lunch,Mutton Biryani,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Sunday,snack,Payasam,Milk,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,bulking,Sunday,dinner,Nalli Nihari,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Monday,breakfast,Ghee Roast Dosa,Milk,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Monday,lunch,Chicken Biryani with Extra Rice,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Monday,snack,Banana with Ghee,Milk,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Monday,dinner,Parotta with Salna,Wheat,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Tuesday,breakfast,Aappam with Coconut Milk,Coconut Milk,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Tuesday,lunch,Mutton Curry with Parotta,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Tuesday,snack,Sweet Potato,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Tuesday,dinner,Kothu Parotta with Egg,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Wednesday,breakfast,Idli with Ghee Podi,Milk,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Wednesday,lunch,Fish Fry with Meals,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Wednesday,snack,Cashew Nuts,Nuts,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Wednesday,dinner,Chettinad Chicken Gravy,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Thursday,breakfast,Pongal with Ghee and Vadai,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Thursday,lunch,Prawn Curry with Rice,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Thursday,snack,Rava Kesari,"Wheat, Milk",Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Thursday,dinner,Mutton Kari Dosa,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Friday,breakfast,Adai with Avial,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Friday,lunch,Chicken 65 Biryani,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Friday,snack,Groundnut Candy,Peanuts,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Friday,dinner,Butter Chicken with Naan,"Milk, Wheat",Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Saturday,breakfast,Paniyaram with Jaggery,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Saturday,lunch,Fish Curry with Extra Rice,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Saturday,snack,Gulab Jamun,Milk,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Saturday,dinner,Mutton Gravy,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Sunday,breakfast,Medu Vada with Sambar and Chutney,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Sunday,lunch,Full Chicken Meals,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Sunday,snack,Payasam,Milk,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_gain,Sunday,dinner,Kothu Parotta with Mutton,Wheat,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Monday,breakfast,Idli Sambar,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Monday,lunch,Vegetable Sambar with Rice,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Monday,snack,Fruit Salad,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Monday,dinner,Ragi Dosa,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Tuesday,breakfast,Dosa with Chutney,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Tuesday,lunch,Fish Curry with Rice,Fish,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Tuesday,snack,Buttermilk,Milk,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Tuesday,dinner,Vegetable Kothu Parotta,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Wednesday,breakfast,Pongal,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Wednesday,lunch,Chicken Curry with Rice,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Wednesday,snack,Sundal,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Wednesday,dinner,Adai with Aviyal,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Thursday,breakfast,Appam with Stew,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Thursday,lunch,Vegetable Biryani,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Thursday,snack,Cucumber,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Thursday,dinner,Lentil Soup,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Friday,breakfast,Idiyappam,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Friday,lunch,Curd Rice with Pickle,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Friday,snack,Mixed Nuts,Nuts,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Friday,dinner,Kuzhambu Sadam,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Saturday,breakfast,Medu Vada,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Saturday,lunch,Sambar Sadam,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Saturday,snack,Orange,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Saturday,dinner,Tomato Soup,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
